Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
868,20,RL,85.0,6970.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5.0,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,932.0,0.0,0,108.0,1040.0,GasA,3,Y,1,1120.0,0,0,1120.0,1.0,0,1,1,3.0,1,2,5,Typ,0.0,3.461038961038961,Attchd,1961.0,2.0,2.0,544.0,3.0,3.0,1,168,0,0,0,0,0,0,0,5,2007,WD,Normal,129000.0
869,60,RL,70.04995836802665,14762.0,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6.0,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,3.5797610681658467,3.0,0.6736990154711674,2.6380885453267746,0.0,0.0,0,0.0,40.125,GasA,4,Y,1,1547.0,720,0,2320.0,0.0,0,2,0,2.0,1,3,7,Typ,1.0,3.0,Attchd,1979.0,1.0,2.0,672.0,3.0,3.0,1,120,144,0,0,0,0,0,0,5,2006,WD,Normal,169000.0
870,60,RL,80.0,9938.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5.0,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4.0,3.0,0.0,5.0,750.0,0.0,0,300.0,1050.0,GasA,5,Y,1,1062.0,887,0,1949.0,1.0,0,2,1,3.0,1,4,8,Typ,1.0,3.0,Attchd,1993.0,3.0,2.0,574.0,3.0,3.0,1,156,90,0,0,0,0,0,0,6,2010,WD,Normal,236000.0
871,20,RL,60.0,6600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5.0,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,490.0,3,3,CBlock,3.0,3.0,0.0,0.0,0.0,0.0,0,894.0,894.0,GasA,4,N,1,894.0,0,0,894.0,0.0,0,1,0,2.0,1,3,5,Typ,0.0,3.461038961038961,Detchd,1962.0,1.0,1.0,308.0,3.0,3.0,1,0,0,0,0,0,0,0,0,8,2009,WD,Normal,109500.0
872,60,RL,70.0,8750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4.0,3.0,0.0,5.0,505.0,0.0,0,299.0,804.0,GasA,5,Y,1,804.0,878,0,1682.0,0.0,0,2,1,3.0,1,4,7,Typ,0.0,3.461038961038961,Attchd,1998.0,2.0,2.0,523.0,3.0,3.0,1,0,77,0,0,0,0,0,0,6,2010,WD,Normal,200500.0
873,20,RL,74.0,8892.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3.0,3.0,2.0,0.0,0.0,0.0,0,105.0,105.0,GasA,4,Y,1,910.0,0,0,910.0,0.0,0,1,0,3.0,1,4,5,Typ,0.0,3.461038961038961,Attchd,1953.0,1.0,2.0,414.0,3.0,3.0,1,196,0,0,0,0,0,0,0,10,2008,WD,Normal,116000.0
874,40,RL,60.0,12144.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3.0,3.0,0.0,2.0,375.0,0.0,0,457.0,832.0,GasA,4,Y,1,1036.0,0,0,1268.0,0.0,0,1,0,3.0,1,3,6,Typ,1.0,4.0,Attchd,1949.0,1.0,1.0,288.0,3.0,3.0,1,0,28,0,0,0,0,0,0,9,2009,WD,Normal,133000.0
875,50,RM,52.0,5720.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6.0,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,0.0,0.0,0.0,0,676.0,676.0,GasA,5,Y,1,676.0,455,0,1131.0,0.0,0,1,1,3.0,1,3,5,Typ,0.0,3.461038961038961,Detchd,1941.0,1.0,1.0,200.0,3.0,3.0,1,26,0,0,0,0,0,0,0,8,2009,WD,Abnorml,66500.0
876,60,FV,75.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5.0,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,2.0,5.0,64.0,0.0,0,1120.0,1184.0,GasA,5,Y,1,1184.0,1426,0,2610.0,0.0,0,2,1,4.0,1,5,10,Typ,1.0,4.0,BuiltIn,2007.0,3.0,2.0,550.0,3.0,3.0,1,208,190,0,0,0,0,0,0,8,2007,New,Partial,303477.0
877,20,RL,94.0,17714.375,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5.0,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3.0,3.0,2.5,4.0,633.0,0.0,0,431.0,1064.0,GasA,4,Y,1,1040.0,0,0,1040.0,1.0,0,1,0,3.0,1,3,5,Typ,0.0,3.461038961038961,Attchd,1963.0,1.0,2.0,648.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,2007,WD,Normal,132250.0
878,60,RL,74.0,8834.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5.0,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5.0,3.0,0.0,5.0,1170.0,0.0,0,292.0,1462.0,GasA,5,Y,1,1462.0,762,0,2224.0,1.0,0,2,1,4.0,1,5,10,Typ,1.0,4.0,Attchd,2004.0,3.0,3.0,738.0,3.0,3.0,1,184,0,0,0,0,0,0,0,6,2009,WD,Normal,340037.5
879,85,RL,88.0,11782.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7.0,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,899.0,0.0,0,210.0,1109.0,GasA,3,Y,1,1155.0,0,0,1155.0,1.0,0,1,0,3.0,1,4,6,Min2,0.0,3.461038961038961,Detchd,1987.0,1.0,2.0,576.0,3.0,3.0,1,192,0,0,0,0,0,0,0,6,2010,WD,Normal,148000.0
880,20,RL,70.04995836802665,7000.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7.5,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,3,CBlock,3.0,3.0,0.0,4.0,646.0,0.0,0,218.0,864.0,GasA,5,Y,1,864.0,0,0,864.0,1.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1978.0,1.0,1.0,336.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2009,WD,Normal,136500.0
881,20,RL,60.0,7024.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5.0,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5.0,3.0,0.0,4.0,980.0,0.0,0,110.0,1090.0,GasA,4,Y,1,1090.0,0,0,1090.0,1.0,0,1,1,2.0,1,3,5,Typ,0.0,3.461038961038961,Attchd,2005.0,3.0,2.0,450.0,3.0,3.0,1,0,49,0,0,0,0,0,0,6,2007,WD,Normal,157000.0
882,50,RL,44.0,13758.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5.0,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,3,CBlock,4.0,3.0,1.0,1.0,902.0,0.0,0,254.0,1156.0,GasA,5,Y,1,1187.0,530,0,1717.0,0.0,0,2,1,3.0,1,4,7,Typ,1.0,3.0,Attchd,1990.0,2.0,2.0,400.0,3.0,3.0,1,168,36,0,0,0,0,0,0,4,2007,WD,Normal,187500.0
883,60,RL,70.04995836802665,9636.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,808.0,808.0,GasA,4,Y,1,808.0,785,0,1593.0,0.0,0,2,1,3.0,1,3,7,Typ,1.0,3.0,BuiltIn,1993.0,2.0,2.0,389.0,3.0,3.0,1,342,40,0,0,0,0,0,0,12,2009,WD,Normal,178000.0
884,75,RL,60.0,6204.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5.0,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3.0,3.0,0.0,0.0,0.0,0.0,0,795.0,795.0,GasA,3,N,1,954.0,795,0,2230.0,1.0,0,1,0,4.5,1,3,10,Typ,0.0,3.461038961038961,Detchd,1997.0,1.0,1.0,440.0,3.0,3.0,1,0,188,0,0,0,0,0,0,3,2006,WD,Normal,118500.0
885,20,RL,65.0,7150.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3.0,3.0,0.0,3.0,432.0,0.0,0,460.0,892.0,GasA,3,Y,1,892.0,0,0,892.0,0.0,0,1,0,3.0,1,3,5,Typ,0.0,3.461038961038961,Attchd,1967.0,2.0,1.0,288.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2009,WD,Normal,100000.0
886,120,FV,50.0,5119.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5.0,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5.0,3.0,2.0,5.0,1238.0,0.0,0,460.0,1698.0,GasA,5,Y,1,1709.0,0,0,1709.0,1.0,0,2,0,2.0,1,4,5,Typ,1.0,3.0,Attchd,1999.0,3.0,2.0,506.0,3.0,3.0,1,97,65,0,0,0,0,0,0,1,2008,CWD,Abnorml,328900.0
887,90,RL,70.0,8393.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5.0,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,3.0,3.0,0.0,1.0,528.0,0.0,0,1098.0,1626.0,GasA,5,Y,1,1712.0,0,0,1712.0,0.0,0,2,0,4.0,1,3,8,Typ,0.0,3.461038961038961,Attchd,2005.0,3.0,2.0,588.0,3.0,3.0,1,272,54,0,0,0,0,0,0,6,2006,WD,Family,145000.0
888,50,RL,59.0,16466.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7.0,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,0.0,0.0,0.0,0.0,0,816.0,816.0,GasA,3,Y,1,872.0,521,0,1393.0,0.0,0,1,1,3.0,1,3,8,Typ,0.0,3.461038961038961,Attchd,1955.0,1.0,1.0,300.0,3.0,3.0,1,121,0,0,0,0,0,0,0,4,2008,WD,Normal,135500.0
889,20,RL,95.0,15865.0,Pave,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6.0,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3.0,3.0,2.5,4.0,351.0,0.0,0,1043.0,2053.125,GasA,5,Y,1,2155.125,0,0,2217.0,1.0,0,2,0,4.0,1,4,8,Typ,1.0,3.0,Attchd,1970.0,1.0,2.0,621.0,3.0,3.0,1,81,190,0,0,0,0,0,0,10,2007,WD,Normal,268000.0
890,20,RL,110.0,12160.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4.0,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3.0,3.0,0.0,3.0,1024.0,0.0,0,481.0,1505.0,GasA,5,Y,1,1505.0,0,0,1505.0,1.0,0,1,0,2.0,1,3,6,Typ,1.0,3.0,Attchd,1953.0,2.0,2.0,505.0,3.0,3.0,1,0,0,0,0,0,0,0,0,2,2009,WD,Normal,149500.0
891,50,RL,60.0,8064.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7.0,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,0.0,0.0,0.0,0,672.0,672.0,GasA,5,Y,1,672.0,252,0,924.0,0.0,0,1,0,3.0,1,3,6,Typ,1.0,1.5,Detchd,2003.0,1.0,2.0,576.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2007,WD,Normal,122900.0
892,60,RL,70.0,11184.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5.0,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,3.0,3.0,0.0,1.0,226.0,0.0,0,192.0,918.0,GasA,4,Y,1,918.0,765,0,1683.0,0.0,0,2,1,3.0,1,3,7,Typ,1.0,3.0,Attchd,1978.0,2.0,2.0,440.0,3.0,3.0,1,243,0,0,0,0,0,0,0,7,2009,WD,Normal,172500.0
893,20,RL,70.0,8414.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,7.5,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,663.0,0.0,0,396.0,1059.0,GasA,3,Y,1,1068.0,0,0,1068.0,0.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1963.0,2.0,1.0,264.0,3.0,3.0,1,192,0,0,0,0,0,0,0,2,2006,WD,Normal,154500.0
894,20,RL,70.04995836802665,13284.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5.0,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,4.0,3.0,1.0,3.0,1064.0,0.0,0,319.0,1383.0,GasA,3,Y,1,1383.0,0,0,1383.0,1.0,0,1,0,3.0,1,3,6,Typ,1.0,4.0,Attchd,1954.0,1.0,1.0,354.0,3.0,3.0,1,445,116,0,0,0,0,0,0,6,2008,WD,Normal,165000.0
895,90,RL,64.0,7018.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5.0,1979,1979,Gable,CompShg,Plywood,Plywood,None,490.0,3,3,Slab,3.5797610681658467,3.0,0.6736990154711674,2.6380885453267746,0.0,0.0,0,0.0,40.125,GasA,3,Y,1,1535.0,0,0,1535.0,0.0,0,2,0,4.0,1,3,8,Typ,0.0,3.461038961038961,Attchd,1979.0,1.0,2.0,400.0,3.0,3.0,1,0,0,0,0,0,0,0,0,6,2009,WD,Alloca,118858.0
896,60,RL,71.0,7056.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5.0,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,3,CBlock,3.0,3.0,0.0,3.0,400.0,0.0,0,380.0,780.0,GasA,3,Y,1,983.0,813,0,1796.0,1.0,0,1,1,4.0,1,3,8,Typ,1.0,3.0,Attchd,1963.0,2.0,2.0,483.0,3.0,3.0,1,0,50,0,0,0,0,0,0,10,2008,WD,Normal,140000.0
897,30,RM,50.0,8765.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6.0,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,0.0,4.0,285.0,0.0,0,666.0,951.0,GasA,5,N,1,951.0,0,0,951.0,0.0,0,1,0,2.0,1,3,6,Typ,0.0,3.461038961038961,Detchd,1936.0,1.0,1.0,327.0,3.0,3.0,1,0,28,0,0,0,0,0,0,4,2006,WD,Abnorml,106500.0
898,90,RL,64.0,7018.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5.0,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,3.5797610681658467,3.0,0.6736990154711674,2.6380885453267746,0.0,0.0,0,0.0,40.125,GasA,3,Y,1,1120.0,1120,0,2240.0,0.0,0,2,0,4.5,1,3,10,Typ,0.0,3.461038961038961,Detchd,1979.0,1.0,2.0,528.0,3.0,3.0,1,154,0,0,0,0,0,0,0,6,2009,WD,Alloca,142953.0
899,20,RL,100.0,12919.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5.0,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,490.0,5,3,PConc,5.0,3.0,2.5,5.0,1780.625,0.0,0,142.0,2053.125,GasA,5,Y,1,2155.125,0,0,2364.0,1.0,0,2,1,2.0,1,5,10,Typ,2.0,4.0,Attchd,2009.0,3.0,3.0,820.0,3.0,3.0,1,0,67,0,0,0,0,0,0,3,2010,New,Partial,340037.5
900,20,RL,65.0,6993.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7.0,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,465.0,0.0,0,447.0,912.0,GasA,3,Y,1,1236.0,0,0,1236.0,0.0,0,1,0,3.0,1,3,6,Typ,1.0,3.0,Attchd,1961.0,1.0,1.0,288.0,3.0,3.0,1,0,0,0,0,0,0,0,0,6,2006,WD,Normal,135000.0
901,20,RL,70.04995836802665,7340.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6.0,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,322.0,0.0,0,536.0,858.0,GasA,3,Y,1,858.0,0,0,858.0,0.0,0,1,0,2.0,1,3,4,Typ,0.0,3.461038961038961,Detchd,1979.0,1.0,1.0,684.0,3.0,3.0,1,0,0,0,0,0,0,0,0,6,2007,WD,Normal,110000.0
902,20,RL,64.0,8712.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,860.0,0.0,0,132.0,992.0,GasA,3,Y,1,1306.0,0,0,1306.0,1.0,0,1,0,2.0,1,3,5,Typ,0.0,3.461038961038961,Detchd,1968.0,1.0,1.0,756.0,3.0,3.0,1,0,0,0,0,0,0,0,0,5,2009,WD,Normal,153000.0
903,60,RL,63.0,7875.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,783.0,783.0,GasA,5,Y,1,807.0,702,0,1509.0,0.0,0,2,1,3.0,1,4,8,Typ,1.0,4.0,Attchd,2003.0,3.0,2.0,393.0,3.0,3.0,1,0,75,0,0,0,0,0,0,7,2006,WD,Normal,180000.0
904,20,RL,50.0,14859.0,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,1670.0,1670.0,GasA,5,Y,1,1670.0,0,0,1670.0,0.0,0,2,0,3.0,1,4,7,Typ,1.0,4.0,Attchd,2006.0,2.0,3.0,690.0,3.0,3.0,1,144,60,0,0,0,0,0,0,8,2006,New,Partial,240000.0
905,20,RL,70.04995836802665,6173.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6.0,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3.0,3.0,0.0,5.0,599.0,0.0,0,277.0,876.0,GasA,3,Y,1,902.0,0,0,902.0,0.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1967.0,1.0,1.0,288.0,3.0,3.0,1,0,0,0,0,0,0,0,0,8,2007,WD,Normal,125500.0
906,20,RL,80.0,9920.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,3,CBlock,3.0,3.0,0.0,2.0,354.0,0.0,0,412.0,1056.0,GasA,3,Y,1,1063.0,0,0,1063.0,1.0,0,1,0,3.0,1,3,6,Typ,0.0,3.461038961038961,Attchd,1954.0,2.0,1.0,280.0,3.0,3.0,1,0,0,0,0,0,0,0,0,2,2010,WD,Normal,128000.0
907,20,RL,110.0,13501.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,4,3,PConc,4.0,3.0,0.0,5.0,63.0,0.0,0,1560.0,1623.0,GasA,5,Y,1,1636.0,0,0,1636.0,1.0,0,2,0,3.0,1,4,8,Typ,1.0,4.0,Attchd,2006.0,2.0,3.0,865.0,3.0,3.0,1,0,60,0,0,0,0,0,0,6,2007,WD,Normal,255000.0
908,50,RL,86.0,11500.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7.0,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4.0,3.0,0.0,2.0,223.0,0.0,0,794.0,1017.0,GasA,4,Y,1,1020.0,1037,0,2057.0,0.0,0,1,1,3.0,1,4,6,Typ,1.0,4.0,Attchd,1936.0,3.0,1.0,180.0,3.0,3.0,1,0,0,0,0,0,0,0,0,6,2006,WD,Normal,250000.0
909,20,RL,70.04995836802665,8885.0,Pave,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5.0,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,2.0,3.0,301.0,0.0,0,239.0,864.0,GasA,3,Y,1,902.0,0,0,902.0,1.0,0,1,0,2.0,1,3,5,Typ,0.0,3.461038961038961,Attchd,1983.0,1.0,2.0,484.0,3.0,3.0,1,164,0,0,0,0,0,0,0,6,2006,WD,Normal,131000.0
910,60,RL,110.0,12589.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,0.0,0.0,0.0,0.0,0,742.0,742.0,GasA,5,Y,1,742.0,742,0,1484.0,0.0,0,2,1,3.0,1,4,8,Typ,1.0,4.0,Attchd,2005.0,3.0,2.0,390.0,3.0,3.0,1,36,24,0,0,0,0,0,0,6,2009,WD,Normal,174000.0
911,90,RL,80.0,11600.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5.0,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,3,CBlock,3.0,3.0,0.0,2.0,443.0,0.0,0,662.0,1105.0,GasA,3,Y,1,1105.0,1169,0,2274.0,0.0,0,2,0,4.5,1,3,10,Typ,0.0,3.461038961038961,Detchd,1960.0,1.0,2.0,480.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,2010,WD,Normal,154300.0
912,20,RL,70.04995836802665,9286.0,Pave,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7.0,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4.0,3.0,2.0,4.0,196.0,0.0,0,1072.0,1268.0,GasA,3,Y,1,1268.0,0,0,1268.0,0.0,0,1,1,3.0,1,4,5,Typ,0.0,3.461038961038961,Detchd,1978.0,1.0,1.0,252.0,3.0,3.0,1,173,0,0,0,0,0,0,0,10,2009,WD,Normal,143500.0
913,30,RM,51.0,6120.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7.0,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,0.0,2.0,489.0,0.0,0,279.0,768.0,GasA,3,N,1,1015.0,0,0,1015.0,0.0,0,1,0,3.0,1,3,6,Min1,0.0,3.461038961038961,Detchd,1925.0,1.0,1.0,450.0,3.0,3.0,1,0,0,0,0,0,0,0,0,7,2006,WD,Abnorml,88000.0
914,90,RH,82.0,6270.0,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6.0,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,284.0,0.0,0,717.0,1001.0,GasA,3,N,1,1001.0,1001,0,2002.0,0.0,0,2,0,4.0,1,3,8,Typ,0.0,3.461038961038961,2Types,1949.0,1.0,3.0,871.0,3.0,3.0,1,0,0,0,0,0,0,0,0,8,2007,WD,Normal,145000.0
915,160,FV,30.0,3000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5.0,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4.0,3.0,2.0,5.0,294.0,0.0,0,318.0,612.0,GasA,5,Y,1,612.0,612,0,1224.0,0.0,0,2,1,2.0,1,4,4,Typ,0.0,3.461038961038961,Detchd,2009.0,2.0,2.0,528.0,3.0,3.0,1,0,190,0,0,0,0,0,0,6,2009,New,Partial,173733.0
